ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,PIndex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,StrategicWetland,LandTypeYear1,LandTypeYear2,LandTypeYear3,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3
313,19,7,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,18,850,2,0.001019368,0,1,7,7,24.58,30.39,34.34,28.18
314,19,8,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,18,850,2,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18
315,19,9,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,18,850,1,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18
316,19,10,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,18,850,0,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18
317,19,11,10,1,18980,486,17.5,1790,30,1.5,40,,5,10,0.074404762,Y,51.91,0,18,850,0,0.001019368,0,1,15,15,24.58,30.39,34.34,28.18
318,19,12,10,1,18980,486,17.5,1790,30,1.5,50,,5,10,0.074404762,Y,51.91,1,19,850,0,0.001019368,1,1,15,15,24.58,30.39,34.34,28.18
319,19,13,10,1,18980,486,17.5,1790,30,1.5,40,,1,10,0.074404762,L,51.91,0,19,850,0,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18
320,19,14,10,1,18980,486,17.5,1790,30,1.5,0,,1,10,0.074404762,L,51.91,0,19,850,0,0.001019368,0,1,15,15,24.58,30.39,34.34,28.18
321,19,15,10,1,18980,486,17.5,1790,30,1.5,0,,1,10,0.074404762,L,51.91,0,19,850,1,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18
322,19,16,10,1,18980,486,17.5,1790,30,1.5,0,,1,10,0.074404762,L,51.91,0,19,850,1,0.001019368,0,1,15,15,24.58,30.39,34.34,28.18
323,19,17,10,1,18980,486,17.5,1790,30,1.5,0,,1,10,0.074404762,L,51.91,0,19,850,1,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18
324,20,1,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,3,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18
325,20,2,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,3,0.001019368,0,1,7,7,24.58,30.39,34.34,28.18
326,20,3,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,2,0.001019368,0,1,11,11,24.58,30.39,34.34,28.18
327,20,4,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,2,0.001019368,0,1,5,5,24.58,30.39,34.34,28.18
328,20,5,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,2,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18
329,20,6,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,1,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18
330,20,7,10,1,18980,486,17.5,1790,30,1.5,0,,5,23.6,0.074404762,O,51.91,0,20,850,1,0.001019368,0,1,1,1,24.58,30.39,34.34,28.18
331,20,8,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,20,850,1,0.001019368,0,1,1,1,24.58,30.39,34.34,28.18
332,20,9,10,1,18980,486,17.5,1790,30,1.5,0,,5,10,0.074404762,Y,51.91,0,20,850,1,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18
333,20,10,10,1,18980,486,17.5,1470,30,1.5,0, ,0,10,0.074404762,Y,42.63,0,20,1250,1,0,0,1,12,12,24.58,30.39,34.34,28.18
334,20,11,10,1,18980,486,17.5,1470,30,1.5,0,,5,10,0.074404762,Y,42.63,0,21,1250,0,0.001019368,0,1,4,4,24.58,30.39,34.34,28.18
335,20,12,10,1,18980,486,17.5,1470,30,1.5,0,,5,10,0.074404762,Y,42.63,0,21,1250,0,0.001019368,0,1,1,1,24.58,30.39,34.34,28.18
336,20,13,10,1,18980,486,17.5,1470,30,1.5,50,,5,10,0.074404762,Y,42.63,0,21,1250,0,0.001019368,1,1,2,2,24.58,30.39,34.34,28.18
337,20,14,10,1,18980,486,17.5,1470,30,1.5,50,,1,10,0.074404762,L,42.63,1,21,1250,0,0.001019368,1,1,12,12,24.58,30.39,34.34,28.18
338,20,15,10,1,18980,486,17.5,1470,30,1.5,50,,1,10,0.074404762,L,42.63,0,21,1250,0,0.001019368,1,1,9,9,24.58,30.39,34.34,28.18
339,20,16,10,1,18980,486,17.5,1470,30,1.5,0,,1,10,0.074404762,L,42.63,0,21,1250,0,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18
340,20,17,10,1,18980,486,17.5,1470,30,1.5,0,,1,10,0.074404762,L,42.63,0,21,1250,1,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18
